,episode,url,start_timestamp,start,end,question,context
221,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,20:12 ,1212,0," My company is getting acquired, what should I do?",
222,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,23:18 ,1398,0, Buying a home in this environment,
223,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,04:55 ,295,0, The worst case for the stock market,
224,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,12:15 ,735,0, Replacing bonds with dividend stocks in your 60/40 portfolio,
225,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,16:10 ,970,0, Buying your first house,
226,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,20:57 ,1257,0, FAFSA and paying for college,
227,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,27:43 ,1663,0, 529 contributions vs maxing 401(k),
228,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,06:15 ,375,0, Is the fed making a mistake by throwing us into a recession?,
229,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,14:07 ,847,0, Consequences of 7% mortgage rates.,
230,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,19:27 ,1167,0, Monetary policy during inflation.,
231,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,23:31 ,1411,0, Why are workers being blamed for inflation?,
232,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,26:52 ,1612,0, How Ben and Cullen would run the fed.,
233,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,04:42 ,282,0, Sitting in bonds vs sitting in stocks.,
234,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,12:20 ,740,0, If or when to lower 401k contributions.,
235,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,17:36 ,1056,0, How to plan for future tax rates.,
236,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,24:44 ,1484,0, The wash sale rule.,
237,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,30:34 ,1834,0, Allocating contributions.,
238,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,04:47 ,287,0, How asset allocation strategy should change with net wortth.,
239,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,11:50 ,710,0, Real returns for bonds.,
240,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,14:50 ,890,0, I bonds.,
241,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,20:58 ,1258,0, Retirement planning.,
242,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,25:40 ,1540,0, Monte Carlo analysis.,
243,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,04:42 ,282,0, Sitting in bonds vs sitting in stocks.,
244,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,12:20 ,740,0, If or when to lower 401k contributions.,
245,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,17:36 ,1056,0, How to plan for future tax rates.,
246,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,24:44 ,1484,0, The wash sale rule.,
247,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,30:34 ,1834,0, Allocating contributions.,
248,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,03:59 ,239,0," As a young person, should I buy some bonds or buy beaten down stocks?",
249,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,07:13 ,433,0, Can you talk about the decision of buying individual bonds versus  bond ETFs? ,
250,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,15:52 ,952,0, What can I do with my adopted kid's monthly income so that he gets a large chunk at 18?,
251,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,23:24 ,1404,0, How should someone living with an auto immune disease be thinking about life expectancy and how that relates to when we should retire? ,
252,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,28:40 ,1720,0, How do I plan for an expected income jump? ,
253,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,02:45 ,165,0, Leverage in real estate.,
254,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,08:56 ,536,0, The wealth effect,
255,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,14:00 ,840,0, T Bonds.,
256,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,18:23 ,1103,0, Tax loss harvesting.,
257,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,22:30 ,1350,0, Withdrawing a 401k.,
258,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,27:54 ,1674,0, Offsetting capital gains.,
259,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,02:06 ,126,0, Are Bonds ever Wrong?,
260,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,07:34 ,454,0, T bills vs. Savings Account?,
261,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,12:39 ,759,0, Bonds and Rate Changes,
262,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,17:46 ,1066,0, Private Equity?,
263,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,25:20 ,1520,0, Younger Financial Advisors,
264,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,02:25 ,145,0, What to do with extra cash.,
265,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,06:30 ,390,0, Inflation,
266,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,11:20 ,680,0, Publicly traded REITs vs non traded.,
267,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,18:35 ,1115,0, Strongest performing sectors out of this market downturn.,
268,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,24:30 ,1470,0, Selling pressure.,
269,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,01:25 ,85,0, Stock Market predictions for 2023.,
270,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,04:52 ,292,0, Why higher inflation should be good for stocks.,
271,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,09:54 ,594,0, offsetting capital gains.,
272,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,13:55 ,835,0, Mutual funds to ETFs.,
273,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,17:25 ,1045,0, Changing asset allocation with increasing net worth.,
274,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,21:55 ,1315,0, Roth contributions.,
275,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,25:58 ,1558,0, What to look for in a CPA/Tax planner.,
276,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,09:20 ,560,0, Deflation vs Inflation.,
277,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,12:55 ,775,0, Is the Stock Market a Ponzi Scheme?,
278,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,18:23 ,1103,0, Emergency funds.,
279,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,22:43 ,1363,0, Using banked PTO as an emergency fund.,
280,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,26:26 ,1586,0, Investing AFTER Retirement.,
281,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,01:12 ,72,0, Sitting in cash.,
282,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,05:45 ,345,0, Buying real estate when moving.,
283,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,10:40 ,640,0, Reinvesting dividends.,
284,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,16:10 ,970,0, Saving money on taxes.,
285,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,21:22 ,1282,0, Roth IRA contributions.,
286,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,26:37 ,1597,0, When to hire an accountant.,
287,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,01:47 ,107,0, Is a 100% stock portfolio crazy?,
288,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,03:35 ,215,0, Why own bonds?,
289,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,09:45 ,585,0, Structuring a portfolio when you've already won.,
290,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,14:30 ,870,0, Backdoor Roth conversions.,
291,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,19:38 ,1178,0, Tax considerations for parents.,
292,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,25:42 ,1542,0," Roth, traditional, and backdoor Roth.",
293,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,02:56 ,176,0, Adding bonds to a 100% stock portfolio,
294,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,07:23 ,443,0, Is having a pension and annuity a substitute for bonds?,
295,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,11:10 ,670,0, Can the stock market grow forever?,
296,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,18:23 ,1103,0, Whole life insurance.,
297,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,28:18 ,1698,0, Saving for kids.,
298,Episode 62,https://www.youtube.com/watch?v=cTFpiOAWv7k,01:05 ,65,0, How retirees should protect their portfolio. ,
299,Episode 62,https://www.youtube.com/watch?v=cTFpiOAWv7k,08:23 ,503,0, Inverted yield curve.,
300,Episode 62,https://www.youtube.com/watch?v=cTFpiOAWv7k,12:05 ,725,0, T Bills.,
301,Episode 62,https://www.youtube.com/watch?v=cTFpiOAWv7k,17:18 ,1038,0, Safeguarding your financial plan,
302,Episode 62,https://www.youtube.com/watch?v=cTFpiOAWv7k,27:49 ,1669,0, HSAs,
303,Episode 63,https://www.youtube.com/watch?v=I4SkwKzZ2wE,02:20 ,140,0, Deconstructing 30 year stock market returns.,
304,Episode 63,https://www.youtube.com/watch?v=I4SkwKzZ2wE,09:03 ,543,0, How to invest in bonds.,
305,Episode 63,https://www.youtube.com/watch?v=I4SkwKzZ2wE,15:30 ,930,0, RMD calculations.,
306,Episode 63,https://www.youtube.com/watch?v=I4SkwKzZ2wE,20:44 ,1244,0, Backdoor Roth IRA.,
307,Episode 63,https://www.youtube.com/watch?v=I4SkwKzZ2wE,25:19 ,1519,0, The new Roth rule.,
308,Episode 64,https://www.youtube.com/watch?v=Em-hmLY8V2M,02:37 ,157,0, Is it okay to stop 401(k) contributions to save up for a down payment?,
309,Episode 64,https://www.youtube.com/watch?v=Em-hmLY8V2M,06:21 ,381,0, Covered Call ETFs vs Bond ETFs.,
310,Episode 64,https://www.youtube.com/watch?v=Em-hmLY8V2M,13:30 ,810,0, HELOC vs Home Equity loans,
311,Episode 64,https://www.youtube.com/watch?v=Em-hmLY8V2M,17:23 ,1043,0, Housing and interest rates.,
312,Episode 64,https://www.youtube.com/watch?v=Em-hmLY8V2M,27:36 ,1656,0, US population demographics and the market.,
313,Episode 65,https://www.youtube.com/watch?v=dgJq-0hLjVc,03:33 ,213,0, Long term vs short term bonds.,
314,Episode 65,https://www.youtube.com/watch?v=dgJq-0hLjVc,12:18 ,738,0, Investing in farmland.,
315,Episode 65,https://www.youtube.com/watch?v=dgJq-0hLjVc,18:30 ,1110,0, Utilizing a Roth IRA.,
316,Episode 65,https://www.youtube.com/watch?v=dgJq-0hLjVc,24:00 ,1440,0, Best way to diversify out of large single stock positions.,
317,Episode 65,https://www.youtube.com/watch?v=dgJq-0hLjVc,27:47 ,1667,0, Should I Put Riskier Stocks in my Roth IRA?,
318,Episode 66,https://www.youtube.com/watch?v=uqKeKIvYWjU,01:20 ,80,0," Budgeting and following through on big, meaningful expenditures.",
319,Episode 66,https://www.youtube.com/watch?v=uqKeKIvYWjU,08:42 ,522,0, Should you hold leveraged ETFs in a Roth IRA.,
320,Episode 66,https://www.youtube.com/watch?v=uqKeKIvYWjU,12:30 ,750,0, Assessing past performance.,
321,Episode 66,https://www.youtube.com/watch?v=uqKeKIvYWjU,18:20 ,1100,0, 401(k) loans.,
322,Episode 66,https://www.youtube.com/watch?v=uqKeKIvYWjU,23:26 ,1406,0, Should I Invest in Real Estate instead of my 401(k)?,
323,Episode 67,https://www.youtube.com/watch?v=vh7XLSLCpKQ,03:00 ,180,0, Did VCs cause the bank run on Twitter?,
324,Episode 67,https://www.youtube.com/watch?v=vh7XLSLCpKQ,08:44 ,524,0, What happens if a brokerage fails?,
325,Episode 67,https://www.youtube.com/watch?v=vh7XLSLCpKQ,16:00 ,960,0, FHLB.,
326,Episode 67,https://www.youtube.com/watch?v=vh7XLSLCpKQ,20:32 ,1232,0, Are Money Market Funds safe?,
327,Episode 67,https://www.youtube.com/watch?v=vh7XLSLCpKQ,28:25 ,1705,0, Did this banking crisis make a recession more likely?,
